Date,topic,content,url
2021-05-27T09:43:09.000Z,Are U.S. Airlines Set to Make a Comeback in 2021?,"The year 2020 was a challenging one for the U.S. airline industry as the COVID-19 outbreak put travel restrictions in place to curb the spread of the virus. However, the situation has been improving gradually, thanks to the rapid vaccination drive in the country. In fact, the U.S. Centers for Disease Control and Prevention (“CDC”) stated that nearly one in two Americans have received at least one dose of the vaccine while half the citizens above the age of 18 were fully vaccinated as of May 25 morning, as mentioned in a Reuters article. Notably, people are feeling safer to travel now and that has resulted in a bump up in the number of passengers on flights. Interestingly, on May 16, the Transportation Security Administration recorded 1.85 million passengers, as quoted in a Simple Flying article. Moreover, the article stated that this was the first day since the start of the pandemic when over 1.8 million people flew in one day, highlighting the strengthening rebound. Adding to the positive sentiment is also the fact that the CDC has revised its travel guidelines for fully vaccinated people. Markedly, the CDC stated in a report that for traveling, people don’t need to get tested or self-quarantined if they are fully vaccinated or if they have recovered from COVID-19 in the past three months. Meanwhile, the International Air Transport Association (“IATA”) also predicted a rebound this year, at least when it comes to domestic travel. Notably, a report by the IATA stated that domestic markets could recover to 96% of the pre-crisis levels in the second half of 2021, marking an improvement of 48% over 2020. Moreover, IATA expected North American carriers to be best placed to take advantage of the vaccination drive to boost domestic travel in the country. Reflective of these positive developments, U.S. airlines have been ramping up flights to deal with the surging demand for air travel while introducing new travel routes. Notably, American Airlines Group Inc. AAL and JetBlue Airways Corporation JBLU stated that they are adding 24 new routes in eight new cities, as part of their Northeast Alliance partnership, as cited in a New York Post article. Notably, both American Airlines and JetBlue currently carry Zacks Rank #3 (Hold). You can see the complete list of today’s Zacks #1 Rank (Strong Buy) stocks here.      ",https://finance.yahoo.com/news/u-airlines-set-comeback-2021-094309437.html
2021-05-26T21:08:36.000Z,RapidRatings CEO breaks down financial health of airlines,RapidRatings CEO James Gellert joins Yahoo Finance to discuss airlines path back from pandemic lows.,https://finance.yahoo.com/video/rapidratings-ceo-breaks-down-financial-210836362.html
2021-05-26T16:43:38.000Z,Airlines are going to lose if they continue to price gouge: Analyst,"Mike Boyd, Boyd Group International President joins the Yahoo Finance Live panel with to discuss what airline travel will look like as the world opens up following COVID-19. [MUSIC PLAYING] - Interestingly, though, you didn't see JPMorgan's CEO Jamie Dimon there in person. He didn't travel for the shellacking there in front of Congress. But Americans are traveling more and more. Over the weekend, we saw the highest number of travelers at TSA checkpoints since the pandemic, crossing 1.8 million passengers screened Sunday. But of course, that's mostly leisure travel. We've still been waiting for an uptick in business travel to come back. And a lot of airlines might be worried about what the future of travel looks like, particularly in the back half of the year, once we get past the pent-up demand for leisure travel. And joining us now for more on that is our next guest, Mike Boyd, Boyd Group International President. And Mike, thanks for coming on. I mean, when we look at it, obviously, people have been cooped up. People want to get out there. So we're seeing that uptick now, but it doesn't look like airlines are necessarily, across the board, boosting travel demand for later in the year. So what are you watching as, maybe, a potential warning sign there. MIKE BOYD: Well, one of the things we're looking at, for example, United Airlines has cut about 5% out of its schedule in August. They may be seeing something that isn't being-- isn't obvious right now. We think there's going to be a spike, but it's still going to be well below 2019. And next month, they're going to be about 86% of the capacity we had in the same month in 2019, but there's going to be a lot less passengers in that lower load factor. So I think this is going to be the bellwether. We're going to see whether it really is a bubble, people wanting to get to see grandma, which you couldn't do last year, and whether it falls down after Labor Day, which it may do. But as far as business travel goes, it's not coming back to where it was. It was declining before, and this just shoved it down even further.              ",https://finance.yahoo.com/video/airlines-going-lose-continue-price-164338783.html
2021-05-26T15:11:05.000Z,Hopper Economist: Prices definitely going up for domestic travel,"Economist at Hopper, Adit Damodaran, joins Yahoo Finance to discuss the state of travel as America continues to reopen and the travel industry starts to see a surge in consumers looking for flights and accommodations. JULIE HYMAN: Hello, it's time for the next installment in our weeklong series, looking at travel heading into the summer-- travel season leading up to Memorial Day weekend. Adit Damodaran is joining us now. He's an economist at Hopper. And as I was saying in the break, Adit, people better brace themselves perhaps when they're preparing to look at prices, as they're trying to book their summer travel. You guys track prices. Where are we seeing the sort of most acute increases? ADIT DAMODARAN: Yeah, absolutely. So the most acute increases would be in that domestic travel market. Domestic airfares already up 12% since April, and we're expecting it to go up another 4% going into late June. So an average roundtrip in the US domestically would cost about $293 this summer. That's pretty much on par with what we saw in summer 2019. So prices are definitely going up for domestic travel. MYLES UDLAND: You know, Adit, the cost of this stuff always ends up being anecdotal, right? And on my end, it's been the cost of rental cars. Absolute nose bleed prices. Now granted, I am traveling to a somewhat remote airport, let's call it. But rental car prices this summer, I mean, on the floor, what are you guys seeing in your data? ADIT DAMODARAN: Yeah, absolutely. So the demand for rental cars has been astronomical. Demand is up about 500% since January on the Hopper app. And that's in terms of bookings. And rental car prices are following demand also increasing. So rental car prices have doubled since January. They were about $50 a day in January. They're now about $100 a day. And availability seems to be an issue. So if you're going to have to book a rental car, we suggest that that's your priority. BRIAN SOZZI: And Adit, where are people traveling?         ",https://finance.yahoo.com/video/hopper-economist-prices-definitely-going-151105196.html
2021-05-25T21:00:19.000Z,The airline recovery is looking K-shaped,"As vaccinations increase and the reopening continues, the battered travel industry is getting back in the air. But unsurprisingly, the recovery is once again K-shaped — some sub-sectors are doing much better than others. According to Jefferies senior research analyst Sheila Kahyaoglu, total U.S. airline traffic is around 40% of what it was at the same time in 2019. But the difference between destinations is stark: international is down 67% and domestic is only 22% lower. ""International is still quite weak,"" Kahyaoglu told Yahoo Finance Live. Because of this, domestic airlines like Southwest (LUV) have been seeing much better numbers compared to the larger airlines that fly broader routes out of the country. This appears to be somewhat of consensus right now, due to the discrepancies of the U.S. vaccination campaigns versus the rest of the world that still waits. (Airlines are becoming creative around incentivizing vaccinations.) According to Cowan managing director Helane Becker, the airlines “best positioned” now are Spirit, Allegiant, Frontier, Southwest, and also American, though it has a little more international exposure than the others. “If we’re wrong and international comes back faster than we think, United is the one that benefits the most,” she said. To bet on the international recovery, she added, “you would own United, because they’re 50% domestic, 50% international.” Getting back to 2019 levels may not happen without that international travel, as well as the other key laggard — business travel. “I think it’s going to be difficult for us to get back to 2019 without some international and business traffic coming back,” Becker said. “We don’t think that will happen before 2023.” Still, some people are banking on this. “Investors right now are starting to transition to international, because international hasn’t worked yet,” Kahyaoglu said. Going forward, if Europe is on the table for Americans’ vacation plans, that could change the airline landscape.               ",https://finance.yahoo.com/news/the-airline-recovery-is-looking-k-shaped-210019999.html
2021-05-25T18:01:00.000Z,Airlines Are Filling Up. But Investors Are Getting Pickier About the Stocks.,https://www.barrons.com/articles/airlines-are-filling-up-but-investors-are-getting-pickier-about-the-stocks-51621965675?siteid=yhoof2,https://finance.yahoo.com/m/f2b101ef-57b3-33d9-b505-29032a97ef1e/airlines-are-filling-up-but.html
2021-05-25T12:52:12.000Z,American Airlines (AAL) to Offer Additional Flights to Spain,"American Airlines Group AAL plans to increase service to Spain, following the country’s recent announcement to allow fully vaccinated travelers into the nation beginning Jun 7.

The airline currently operates daily flights to Barcelona from Miami, FL and to Madrid from Dallas-Fort Worth. Building on this, the carrier will begin two additional flights to Madrid from Miami and New York’s JFK, effective Jun 17. The services will be operating daily. With leisure travel demand continually improving, the new routes are expected to attract substantial traffic during summer. Travelers will be required to provide proof of vaccination upon arrival in Spain.

Last month, American Airlines announced intentions to boost domestic and international schedules for summer owing to “strong demand.” Back then, the airline stated that it expects summer domestic capacity to be more than 90% of 2019 level and international capacity to be 80% of summer 2019 level. On the domestic front, the carrier plans to widen its connectivity to Orlando, FL, offering customers nonstop services from Birmingham, AL; Dayton, OH; Indianapolis, IN and Louisville, KY, among other places. As for international services, the airline said that it will continue to offer more flights to several destinations in Latin America and the Caribbean. American Airlines Group Inc. Price
American Airlines Group Inc. price | American Airlines Group Inc. Quote American Airlines carries a Zacks Rank #3 (Hold). Some better-ranked stocks in the broader Transportation sector are Covenant Logistics Group CVLG, C.H. Robinson Worldwide CHRW and United Parcel Service UPS. While Covenant Logistics and C.H. Robinson sport a Zacks Rank #1 (Strong Buy), UPS carries a Zacks Rank #2 (Buy). You can see the complete list of today’s Zacks #1 Rank stocks here.

Shares of Covenant Logistics, C.H. Robinson and UPS have rallied more than 99%, 24% and 100% in a year’s time, respectively.  ",https://finance.yahoo.com/news/american-airlines-aal-offer-additional-125212316.html
2021-05-24T15:07:26.000Z,Spirit Airlines is going to jack up prices: analyst,"Helane Becker, Cowen Senior Research Analyst, joins Yahoo Finance Live to discuss the rebound in travel demand amid the pandmemic and outlook for airlines over Memorial Day Weekend and throughout the summer. [MUSIC PLAYING] MYLES UDLAND: All right. Well, this weekend marks the unofficial start of summer here in the US, with the Memorial Day holiday. And we're coming off the highest TSA throughput that we have seen since the pandemic began. Joining us now to talk about the outlook for the airline industry in this environment is Helane Becker. She's a senior analyst over at Cowen. Helane, let's start with that data that we got from TSA on throughput. I think it's $1.86 million passengers through checkpoints over the weekend. Where do you-- do you think that we're going to get to 2019 levels before this summer is out, or is some of that international travel just maybe going to keep us below, you know, where we were just before the pandemic? HELANE BECKER: I think it's going to be difficult for us to get back to 2019 without some international and business traffic coming back. So, yes to your question. We think this weekend, from Thursday to Tuesday, we'll see between 10 and 11 million, maybe 12 million people traveling. Most of that is domestic and near international, like the Caribbean, Mexico, Latin America. Europe is starting to open. But a lot of Americans have already made their summer plans. And they're not going to cancel Hawaii or Alaska, or wherever they're going in an effort to go to Europe as it opens because it's opening late. And if you're planning to go away, you probably already made your plans. And that said, I think-- we know Greece is open as is Iceland and Croatia. Italy is open if you're vaccinated and willing to test pre-taking off and pre-- and once you land. And then, of course, you have to test to come back into the US. But that's not a big problem. I think the issue is will France open Portugal. Spain is opening as well. And how many Americans will travel there given that we think a lot of them have already made plans for the summer.                            ",https://finance.yahoo.com/video/spirit-airlines-going-jack-prices-150726418.html
2021-05-21T10:01:34.000Z,American Airlines says technical issue at Sabre hit operations,"May 21 (Reuters) - American Airlines said on Friday that travel technology firm Sabre Corp had a technical issue that impacted multiple carriers, including its own. American Airlines said the technical issue had been resolved. Virgin Australia, which also uses Sabre's technology for air bookings, said in a tweet earlier on Friday its flights were impacted by a global system outage, which was affecting its check-in and boarding systems. (https://bit.ly/3wokLcl) (Reporting by Arathy S Nair in Bengaluru; Editing by Ramakrishnan M.)",https://finance.yahoo.com/news/american-airlines-says-technical-issue-100134005.html
2021-05-20T17:25:05.000Z,Southwest Airlines (LUV) Gives Bullish Cash Burn Update for Q2,"With air-travel demand improving in the United States, particularly for leisure, Southwest Airlines LUV provided a bullish update on average core cash burn for the June quarter. In a SEC filing, management at the Dallas-based carrier said that the average core cash burn, which was $6 million a day in April, is expected in the $1-$3 million band per day for the current quarter. The projection is better than the previous estimate of the metric, which was in the $2-4 million range. Notably, the average core cash burn excludes changes in working capital. The company still expects to achieve a breakeven average core cash flow or better in June 2021. Management further stated that operating revenues, which declined approximately 42% in April 2021 from the April 2019 levels, improved from the March reading owing to better leisure travel demand. As a result of this upbeat scenario, bookings for May and June are on an uptrend. Apart from higher passenger traffic for leisure, uptick in airfares adds to this optimistic scenario. In fact, per management, leisure fare levels in June 2021 are nearing the June 2019 levels, based on current bookings. In another highly encouraging development, the company is currently witnessing improvements, albeit a modest one, in travel demand and bookings for business. Notably, business revenues were down approximately 80% last month from the April 2019 tally. However, the percentage decline compared favorably with the 85% and 90% reductions in March and February (both compared with their respective 2019 levels), respectively. However, management cautioned that despite this progress, business travel demand is still well below the leisure travel trends and is likely to continue hurting close-in demand and average passenger fares in the second quarter of 2021. The carrier expects operating revenues to decline in the 35-40% range during May from the levels witnessed in May 2019. Expecting a further improvement, June operating revenues are anticipated to fall 20-25% from the June 2019 levels.      ",https://finance.yahoo.com/news/southwest-airlines-luv-gives-bullish-172505225.html
2021-05-19T21:16:28.000Z,"UPDATE 1-United, American carry out repairs on Boeing 737 MAX planes","(Adds American Airlines, Boeing) By David Shepardson WASHINGTON, May 19 (Reuters) - United Airlines said Wednesday it has completed repairs on its 17 Boeing 737 MAX planes that were grounded over an electrical problem, while American Airlines said it has completed repairs on 14 of 18 737 MAX planes in its fleet. Boeing last Wednesday sent affected carriers service bulletins on how to address the production issue that could have interfered with some critical systems after the fixes were approved by the Federal Aviation Administration. The action was a relief for American carriers, which have more than 65 of the 109 aircraft affected worldwide and were eager to get planes back into the air before the summer travel season. Boeing resumed deliveries of its best-selling 737 MAX on Wednesday, following approval of the fix for the electrical grounding issue, a person familiar with the matter told Reuters. U.S. air travel demand is rising as more Americans get vaccinated. The U.S. Transportation Security Administration screened 1.85 million passengers on Sunday at U.S. airports, the highest number since March 2020, when the coronavirus pandemic slashed travel demand. (Reporting by David Shepardson Editing by Chizu Nomiyama and Richard Pullin)",https://finance.yahoo.com/news/1-united-american-carry-repairs-211628452.html
2021-05-18T17:00:00.000Z,Flight Attendant Suing American Airlines in Sexual Assault Case Reveals Identity,"Top employee claims American responsible for attack, blackballed her after she reported assault FORT WORTH, Texas, May 18, 2021 /PRNewswire/ -- A longtime flight attendant for American Airlines (NASDAQ: AAL) has updated her sexual assault claim against the Fort Worth-based carrier, for the first time revealing her name in the court filing. Kimberly Goesling, 52, of Fort Worth, initially filed the claim as Jane Doe, as is common in cases where sexual assault victims step forward. She later told the story of what happened to her – and American's role in it – in a Facebook and Instagram video that has reached more than 50,000 people. Click here to watch. Now, in her first interview, Goesling speaks to former Fox News anchor and empowerment advocate Gretchen Carlson for her new internet series called, ""The LIFT UP."" Watch that interview here. ""I am done. I am no longer going to hide from what happened because I'm not the bad guy and I have nothing to hide from,"" Ms. Goesling said. ""If anyone should be hiding, it's American and not me."" Ms. Goesling, a nearly 30-year flight attendant for the airline, has a work record that puts her among the company's best. She was a flight crew leader and worked on the airline's recruitment and training teams. More than once, she received glowing reviews for work performance, often resulting in special assignments. In January 2018, one such trip took her to Germany, where along with other American Airlines employees, she helped develop a special international menu for first- and business-class passengers. Also on the trip was a celebrity chef whom American hired even though the company knew of prior allegations against him for alcohol abuse and inappropriate sexual relationships, according to the lawsuit. On the final night of the group's stay, the chef forced his way into Ms. Goesling's hotel room and sexually assaulted her. American's own investigation later showed he admitted to the attack.       ",https://finance.yahoo.com/news/flight-attendant-suing-american-airlines-170000137.html
2021-05-18T14:00:00.000Z,American Airlines to Webcast Presentation at Wolfe Research Global Transportation & Industrials Conference,"FORT WORTH, Texas, May 18, 2021 (GLOBE NEWSWIRE) -- American Airlines Group Inc. (NASDAQ: AAL) Chief Financial Officer Derek Kerr will participate in a fireside chat at the 2021 Wolfe Research Global Transportation & Industrials Conference Tuesday, May 25, at 7 a.m. CT. A live audio webcast of the conference will be available at aa.com/investorrelations. About American Airlines Group
American’s purpose is to care for people on life’s journey. Shares of American Airlines Group Inc. trade on Nasdaq under the ticker symbol AAL and the company’s stock is included in the S&P 500. Learn more about what’s happening at American by visiting news.aa.com and connect with American on Twitter @AmericanAir and at Facebook.com/AmericanAirlines. Investor Relations
investor.relations@aa.com ",https://finance.yahoo.com/news/american-airlines-webcast-presentation-wolfe-140000418.html
2021-05-18T12:25:00.000Z,Delta Fights Back Against American Airlines and JetBlue in Boston,https://www.fool.com/investing/2021/05/18/delta-fights-back-american-airlines-jetblue-boston/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,https://finance.yahoo.com/m/c9a19a6e-8bdd-3bd9-9247-c14624407aae/delta-fights-back-against.html
2021-05-18T05:20:44.000Z,An Intrinsic Calculation For American Airlines Group Inc. (NASDAQ:AAL) Suggests It's 43% Undervalued,"How far off is American Airlines Group Inc. (NASDAQ:AAL) from its intrinsic value? Using the most recent financial data, we'll take a look at whether the stock is fairly priced by estimating the company's future cash flows and discounting them to their present value. One way to achieve this is by employing the Discounted Cash Flow (DCF) model. There's really not all that much to it, even though it might appear quite complex. Companies can be valued in a lot of ways, so we would point out that a DCF is not perfect for every situation. For those who are keen learners of equity analysis, the Simply Wall St analysis model here may be something of interest to you. See our latest analysis for American Airlines Group We are going to use a two-stage DCF model, which, as the name states, takes into account two stages of growth. The first stage is generally a higher growth period which levels off heading towards the terminal value, captured in the second 'steady growth' period. In the first stage we need to estimate the cash flows to the business over the next ten years. Where possible we use analyst estimates, but when these aren't available we extrapolate the previous free cash flow (FCF) from the last estimate or reported value. We assume companies with shrinking free cash flow will slow their rate of shrinkage, and that companies with growing free cash flow will see their growth rate slow, over this period. We do this to reflect that growth tends to slow more in the early years than it does in later years. Generally we assume that a dollar today is more valuable than a dollar in the future, so we need to discount the sum of these future cash flows to arrive at a present value estimate: 2021 2022 2023 2024 2025 2026 2027 2028 2029 2030 Levered FCF ($, Millions) -US$2.14b US$380.3m US$2.47b US$3.54b US$3.55b US$3.58b US$3.63b US$3.68b US$3.74b US$3.80b Growth Rate Estimate Source Analyst x6 Analyst x6 Analyst x5 Analyst x2 Analyst x1 Est @ 0.82% Est @ 1.17% Est @ 1.42% Est @ 1.59% Est @ 1.71% Present Value ($, Millions) Discounted @ 11% -US$1.9k US$306 US$1.8k US$2.3k US$2.1k US$1.9k US$1.7k US$1.5k US$1.4k US$1.3k (""Est"" = FCF growth rate estimated by Simply Wall St)
Present Value of 10-year Cash Flow (PVCF) = US$12b           ",https://finance.yahoo.com/news/intrinsic-calculation-american-airlines-group-052044514.html
2021-05-17T23:19:43.000Z,U.S. airlines add COVID-tested flights to Italy as country reopens to tourists,"By Tracy Rucinski CHICAGO, May 17 (Reuters) - United Airlines, Delta Air Lines and American Airlines are adding flights to Italy with protocols for coronavirus testing as the country opens to leisure travelers from the United States for the first time in more than a year. On Sunday, the Italian government eased a number of COVID-19 travel restrictions and requirements as it looks to boost summer tourism, including scrapping a mandatory quarantine for visitors from certain countries as long as they test negative for COVID-19. As a result, United on Monday joined Delta and American in announcing additional COVID-tested flights to the popular European travel spot, which had been closed to tourists from countries including the United States, Canada and Japan. The three U.S. airlines have multiple nonstop options to Rome and Milan and Delta plans to add nonstop flights to Venice from New York in July and from Atlanta in August. U.S. travelers to Italy must take a COVID-19 test no more than 48 hours before boarding and again on arrival. If negative, they will be exempted from quarantine. To return to the United States, travelers must present a negative test taken no more than 72 hours before departure, even if they have been vaccinated. Airlines have lobbied for COVID-tested flights as a path to restart international travel, which has been severely restricted as governments seek to contain coronavirus infections. As cases decline in parts of the world with effective vaccination campaigns, the European Union's executive has recommended easing COVID-19 travel restrictions to let foreign travelers from more countries enter the bloc, which at times has struggled to agree on a common response to the pandemic. The United States continues to ban entry of non-U.S. citizens arriving from most of Europe, despite growing calls from airline industry leaders to speed the reopening of transatlantic travel. (Reporting by Tracy Rucinski; Editing by Peter Cooney)",https://finance.yahoo.com/news/u-airlines-add-covid-tested-231943242.html
2021-05-16T17:04:31.000Z,This Airlines ETF Looks Bullish Going Into The Week,"Optimism for increased travel due to the ramp-up in vaccines caused shares of American Airlines Group Inc (NASDAQ: AAL), Southwest Airlines (NYSE: LUV) and Boeing (NYSE: BA) to make bullish moves late last week. Benzinga covered the three airlines on May 9, and each looks primed for bullish continuation in the week ahead. Traders hoping to catch a larger move in the sector could also watch the U.S. Global Jets ETF (NYSE: JETS). American Airlines, Southwest Airlines, Delta Air Lines Inc (NYSE: DAL) and United Airlines Holdings Inc (NASDAQ: UAL) make up a combined 42% of Jets ETF’s holdings. If there’s continued momentum in individual airlines this week, Jets could offer a way to play it. The Jets Chart: On Friday, Jets’ price attempted to break above resistance at $26.34 but rejected and wicked off it. Jets has attempted to break through this resistance level nine times out of the last 14 trading days. When time a stock or ETF touches a resistance or support zone, the level weakens, making it easier for the price to bust through. Although Jets closed the trading session just under resistance at $26.28, it shot up 3.91% on the day, and printed a bullish green engulfing candle stick, which indicates higher prices could be in the cards for Monday. See also: How to Buy American Airlines (AAL) Stock Also on Friday, Jets was able to regain the eight-day and 21-day exponential moving averages (EMAs) as support, which is bullish. The eight-day EMA is trending below the 21-day EMA, and bulls will want to see the eight-day EMA cross above the 21-day EMA for more confidence. See Also: Carnival And American Airlines Soar As The SPY Closes Higher Bulls want to see Jets break up above its resistance at $26.34 and for continued bullish volume in the ETF. If Jets can break above its overhead resistance, it has room to move up toward $27.44. If it is able to regain that level as support, the ETF is clear to move toward $28.75. Bears want to see Jets continue to reject the overhead resistance and drop back down to its support level at $24.85. If it is unable to hold that level as support, it could revisit $23.71.      ",https://finance.yahoo.com/news/airlines-etf-looks-bullish-going-170431157.html
2021-05-14T11:03:17.000Z,Buy that airline ticket now to save money: expert,"Memorial Day weekend marks the start of the airline industry's busy summer travel season and airfare expert Bob Harrell said fares are going up.  ""Well, they've been going up fairly dramatically in the last six months at least,"" he told Yahoo Finance. Harrell is president of Harrell Associates, a firm that tracks and benchmarks ticket prices across the industry. In normal times, business fares are four to five times more expensive than leisure fares, according to Harrell, but right now, ""business travel in today's environment is nearly non existent. So the name of the game is leisure fares,"" he said. Harrell's airline index tracks leisure fares across 300 domestic routes in the United States. He said the increase in fares began before Easter and continued through the end of April. ""The leisure fares on a national basis went up by 7.7% which is a lot in a several week period."" That uptick was captured in the April consumer price index (CPI), which showed inflation running up 4.2% driven by increases, ""for shelter, airline fares, recreation, motor vehicle insurance, and household furnishings,"" according to the U.S. Bureau of Labor Statistics. According to the Transportation Security Administration (TSA), 1.7 million passengers moved through TSA check points on May 9, the largest number in more than a year. In 2019 that number was 2.4 million. Harrell said increased demand is putting pressure on airlines to charge more for tickets as passengers return. ""Airfares will definitely be returning to closer to normal later this year,"" he predicted. ""We believe the Biden administration needs to make a decision about international travel within the next week to 10 days,"" Cowen Equity Research analyst Helane Becker wrote in a note to her clients May 11th.  The airlines want their lucrative transatlantic European routes reopened as Americans plan their summer travel. CEOs from major carriers in the U.S. and UK sent a letter this week to airline regulators in both countries calling for a summit to restart air service between the two continents.                 ",https://finance.yahoo.com/news/buy-that-airline-ticket-now-to-save-money-expert-110317089.html
2021-05-13T19:40:20.000Z,Avelo Airlines building its brand by utilizing introductory fares as low as $19: CEO,"Andrew Levy, Avelo Airlines CEO, joins Yahoo Finance’s Alexis Christoforous and Kristin Myers to discuss outlook on the airline industry.",https://finance.yahoo.com/video/avelo-airlines-building-brand-utilizing-194020149.html
2021-05-13T13:18:00.000Z,"Delta, United and American suspend flights to Israel because of Israel-Palestine conflict",https://www.marketwatch.com/story/delta-united-and-american-suspend-flights-to-israel-because-of-israel-palestine-conflict-01620911890?siteid=yhoof2,https://finance.yahoo.com/m/c616cd5d-565f-3640-a275-1d5b5acf1aad/delta-united-and-american.html
2021-05-12T23:52:00.000Z,"American, United, Delta suspend flights to Israel amid fighting",https://www.marketwatch.com/story/american-united-delta-suspend-flights-to-israel-amid-fighting-01620863552?siteid=yhoof2,https://finance.yahoo.com/m/1c1396d8-e6a1-3104-823f-a39c60e6ec10/american-united-delta.html
2021-05-12T20:54:46.000Z,Hopper launches new last-minute hotel booking feature 'Stay The Night',"Fred Lalonde, Hopper CEO and co-founder, joined Yahoo Finance Live to dicuss the app's new feature and his outlook for the travel sector. SEANA SMITH: We want to stick with travel because it's a big story that's trending here at Yahoo Finance. We talk about what the demand looks like ahead of Memorial Day weekend. And for that, we want to bring in Fred Lalonde. He is Hopper's co-founder and CEO. And Fred, I guess, take us through some of the trends that you're seeing right now. What has activity been like on your app over the last several months? FRED LALONDE: Absolutely. Well, demand is definitely back for leisure travel. And it's definitely back in a domestic-- the US domestic market. So the Hopper app tracks almost all of the air shopping and a lot of the hotel demand in real time. This is what we use to do our famous forecasting that our users use. And what we're seeing is that the domestic air travel demand is back to almost 15% lower than pre-pandemic. This is surprising for one reason because business travel is functionally zero right now. So you would estimate that leisure might actually be overpowering a lot of the demand we had before the shutdown last year. Hotel is definitely soaring. A lot of what we're seeing is staycation, so stays that are booked within 200 miles of where people live. And the hottest category right now that we're seeing is car rental. So that is up 500% since the beginning of the year. So everything domestic is definitely up. International travel, as you would imagine, is still very much shut down. We're seeing people that are starting to book for what we call long lead, so maybe that trip to Europe you've been thinking about. But most of what international is right now is Mexico and Caribbean. Actually, one of the most interesting numbers is trips from the US to Mexico and the Caribbean represent 25% of all international travel right now, which is completely abnormal. ADAM SHAPIRO: Hey, Fred, I just got to say, I'm looking forward to the day all those chairs behind you are filled. But until then, as people want to do their staycations, you guys have that new feature, Stay the Night. Explain to us because I'm looking at the top destinations-- Las Vegas, Chicago, LA, Atlanta, New York. How could I use the app, which launched yesterday, to get a better hotel rate?      ",https://finance.yahoo.com/video/hopper-launches-last-minute-hotel-205446573.html
2021-05-12T20:50:39.000Z,Moody's revises outlook for the global airlines industry to positive citing increasing vaccinations,"Jonathan Root, Moody's Senior Vice President, joined Yahoo Finance Live to discuss his outlook for the travel sector as more people are vaccinated.",https://finance.yahoo.com/video/moodys-revises-outlook-global-airlines-205039640.html
2021-05-12T19:47:51.000Z,American Airlines to resume non-stop service on two flights hit by fuel shortage,"May 12 (Reuters) - American Airlines will resume on Thursday the normal schedule of two long-haul flights out of its Charlotte, North Carolina, hub that were impacted by the shutdown of the Colonial Pipeline, a spokesman said on Wednesday. American has reallocated resources to resume non-stop service on the two flights, he said, even as the shutdown of the largest U.S. fuel pipeline network resulting from a ransomware cyber attack entered its sixth day. (Reporting by Tracy Rucinski; Editing by Leslie Adler)",https://finance.yahoo.com/news/american-airlines-resume-non-stop-194751079.html
2021-05-12T18:05:20.000Z,UPDATE 2-U.S. airlines cancel flights to Tel Aviv amid escalating conflict,"(Adds American comment) By Tracy Rucinski CHICAGO, May 12 (Reuters) - United Airlines, Delta Air Lines and American Airlines have canceled flights between the United States and Tel Aviv, according to data by flight tracker FlightAware, amid an escalating conflict in Israel. Israel said it killed 16 members of the Hamas armed wing in Gaza in a barrage on Wednesday, and Palestinian militants rained rockets into Israel in one of their most intense hostilities in years. United Airlines said it had canceled flights from Chicago and Newark, New Jersey to Tel Aviv on Tuesday and flights from San Francisco and Newark on Wednesday. ""We have issued a travel waiver to allow customers to adjust their travel through May 25 and will continue to monitor the situation,"" a United spokeswoman said. A spokesman for Delta, which flies to Tel Aviv from New York's John F. Kennedy International (JFK) airport, said it has issued a travel wavier for flights between Tuesday and Thursday and has ""no determination about resumption at this juncture"". American Airlines, which also flies between Tel Aviv and JFK, said it had rebooked customers due to fly on Wednesday and Thursday on alternative flights, without providing details, and had issued a waiver for travel scheduled through May 25. El Al Israel Airlines said earlier on Wednesday it stood ready to operate extra flights as required ""to keep Israel's skies open."" This could include special flights to repatriate Israelis stranded ""in locations from which it is not possible to return home,"" it said in a statement. Israel on Monday briefly halted takeoffs from its main Ben Gurion Airport and diverted incoming flights after a Hamas rocket barrage on the Tel Aviv area. The country has a smaller airport in the South, called Ramon, designed to serve as a stop-gap should wartime threats force longer closures of Ben Gurion. (Reporting by Tracy Rucinski in Chicago; additional reporting by Dan Williams in Jerusalem; Editing by Franklin Paul and Cynthia Osterman)",https://finance.yahoo.com/news/1-u-airlines-cancel-flights-180520490.html
